age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
21,average,anything,socially,never,college/university,asian,65,28077.0,student,"san francisco, california",0.0,straight,likes dogs and likes cats,other and laughing about it,m,libra and it&rsquo;s fun to think about,no,english (fluently),single
30,thin,vegetarian,socially,NA,college/university,white,64,77272.0,executive / management,"berkeley, california",NA,straight,likes dogs and likes cats,NA,f,taurus but it doesn&rsquo;t matter,sometimes,"english (fluently), french (okay)",single
24,average,vegetarian,socially,sometimes,college/university,white,76,27258.0,science / tech / engineering,"palo alto, california",0.0,straight,likes dogs and likes cats,agnosticism and laughing about it,m,gemini but it doesn&rsquo;t matter,no,english,single
53,fit,NA,socially,never,college/university,white,68,65436.0,political / government,"san rafael, california",0.0,straight,has cats,catholicism but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,english (fluently),single
32,curvy,vegetarian,socially,never,college/university,other,63,28044.0,education / academia,"emeryville, california",0.0,straight,dislikes dogs and dislikes cats,catholicism and laughing about it,f,cancer but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently), japanese (poorly)",single
46,fit,NA,often,sometimes,college/university,white,66,46105.0,artistic / musical / writer,"oakland, california",NA,straight,has dogs,atheism and laughing about it,f,libra and it&rsquo;s fun to think about,trying to quit,"english, german (poorly), french (poorly), spanish (poorly)",single
33,fit,anything,socially,never,college/university,other,73,1e5,computer / hardware / software,"san francisco, california",0.0,straight,has dogs,NA,m,libra,no,english,single
52,fit,anything,socially,never,college/university,white,72,78248.0,computer / hardware / software,"san francisco, california",0.0,straight,NA,christianity but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english, english",single
28,fit,anything,socially,never,two-year college,hispanic / latin,71,19004.0,medicine / health,"san mateo, california",NA,straight,has dogs,christianity,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), swahili (poorly)",single
23,fit,anything,socially,sometimes,high school,asian,70,19186.0,artistic / musical / writer,"san francisco, california",NA,gay,likes dogs and likes cats,other but not too serious about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), japanese (fluently), korean (okay), french (poorly), spanish (poorly)",single
23,athletic,anything,socially,never,two-year college,asian,69,1e5,construction / craftsmanship,"san francisco, california",NA,straight,has dogs,catholicism but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), sign language (poorly)",single
24,average,NA,socially,NA,post-graduate,white,66,18876.0,student,"san francisco, california",NA,straight,NA,agnosticism and laughing about it,f,leo but it doesn&rsquo;t matter,no,english (fluently),single
30,average,NA,rarely,never,college/university,white,69,56784.0,computer / hardware / software,"oakland, california",NA,straight,likes dogs and likes cats,judaism and laughing about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), hebrew (poorly), c++ (fluently), spanish (poorly), irish (okay)",seeing someone
30,a little extra,anything,often,never,college/university,black,72,19110.0,artistic / musical / writer,"oakland, california",0.0,straight,likes dogs,christianity and somewhat serious about it,m,pisces but it doesn&rsquo;t matter,no,english,single
24,average,anything,very often,never,two-year college,hispanic / latin,73,46890.0,entertainment / media,"oakland, california",1.0,straight,likes dogs and likes cats,other and very serious about it,m,sagittarius but it doesn&rsquo;t matter,no,english,single
40,curvy,NA,socially,never,college/university,asian,67,97820.0,computer / hardware / software,"san francisco, california",1.0,straight,NA,agnosticism but not too serious about it,f,libra and it&rsquo;s fun to think about,no,english (fluently),single
25,average,anything,socially,sometimes,college/university,native american,66,19234.0,artistic / musical / writer,"oakland, california",NA,gay,likes dogs and likes cats,NA,m,taurus and it&rsquo;s fun to think about,NA,"english (fluently), french (poorly), spanish (poorly)",single
24,athletic,anything,socially,never,college/university,white,70,38652.0,computer / hardware / software,"san mateo, california",NA,straight,likes dogs and has cats,other and very serious about it,m,NA,no,english,single
22,average,anything,socially,sometimes,college/university,asian,67,49195.0,computer / hardware / software,"oakland, california",0.0,straight,NA,buddhism but not too serious about it,m,aries and it&rsquo;s fun to think about,sometimes,"english (fluently), khmer (okay), japanese (poorly)",single
25,fit,anything,socially,sometimes,college/university,white,73,29718.0,entertainment / media,"san francisco, california",0.0,bisexual,likes dogs,agnosticism but not too serious about it,m,libra but it doesn&rsquo;t matter,sometimes,english,single
31,average,other,socially,never,college/university,hispanic / latin,69,29862.0,sales / marketing / biz dev,"san mateo, california",NA,straight,likes dogs and likes cats,catholicism but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), korean (poorly)",single
28,fit,anything,socially,NA,post-graduate,white,78,45095.0,science / tech / engineering,"san francisco, california",NA,bisexual,likes dogs and has cats,atheism and very serious about it,m,pisces but it doesn&rsquo;t matter,no,"english, french (okay), german (poorly), chinese (okay), c++ (okay)",seeing someone
27,average,NA,not at all,often,dropped out of post-graduate,NA,68,19934.0,student,"oakland, california",NA,bisexual,likes dogs and likes cats,judaism and laughing about it,f,taurus and it&rsquo;s fun to think about,sometimes,"english (fluently), german",available
35,curvy,anything,socially,NA,post-graduate,NA,68,78264.0,political / government,"oakland, california",1.0,straight,likes dogs and likes cats,christianity,f,NA,NA,english,single
25,average,anything,socially,never,post-graduate,white,75,28734.0,executive / management,"san francisco, california",NA,straight,NA,other and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
24,fit,anything,socially,never,post-graduate,hispanic / latin,70,27492.0,education / academia,"oakland, california",NA,gay,NA,christianity and very serious about it,m,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
31,average,anything,rarely,never,college/university,pacific islander,68,79144.0,sales / marketing / biz dev,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,cancer but it doesn&rsquo;t matter,no,"english, spanish (fluently), french (okay), portuguese (poorly)",single
25,average,anything,socially,NA,college/university,hispanic / latin,64,79792.0,computer / hardware / software,"oakland, california",0.0,straight,dislikes dogs and dislikes cats,catholicism but not too serious about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
52,athletic,NA,socially,never,post-graduate,white,66,98630.0,artistic / musical / writer,"oakland, california",2.0,straight,likes dogs,catholicism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,english,single
30,average,anything,not at all,never,college/university,white,74,72800.0,computer / hardware / software,"san mateo, california",NA,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,no,english,single
28,a little extra,anything,socially,never,college/university,hispanic / latin,74,64197.0,science / tech / engineering,"berkeley, california",NA,gay,likes dogs and dislikes cats,buddhism but not too serious about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
26,athletic,anything,socially,never,college/university,asian,67,1e5,science / tech / engineering,"san francisco, california",NA,straight,likes dogs,atheism and laughing about it,m,NA,no,"english, french (okay), c++ (fluently)",single
38,fit,NA,socially,NA,college/university,white,69,95490.0,computer / hardware / software,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,capricorn,no,english,single
35,average,NA,not at all,never,post-graduate,white,69,92310.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and dislikes cats,atheism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,english (fluently),single
32,average,anything,socially,sometimes,college/university,asian,65,1e5,sales / marketing / biz dev,"san francisco, california",NA,straight,has dogs,agnosticism and laughing about it,m,leo,sometimes,english,single
25,fit,anything,socially,never,college/university,white,71,39436.0,education / academia,"oakland, california",NA,gay,likes dogs,NA,m,aries,no,"english, afrikaans (poorly), dutch (fluently)",single
27,curvy,vegetarian,socially,never,college/university,white,64,38260.0,education / academia,"san francisco, california",0.0,straight,likes dogs and likes cats,judaism and laughing about it,f,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
39,average,NA,socially,never,dropped out of college/university,asian,72,77128.0,sales / marketing / biz dev,"oakland, california",NA,gay,NA,atheism but not too serious about it,m,aries and it&rsquo;s fun to think about,no,english (fluently),single
23,a little extra,anything,socially,never,college/university,white,74,18012.0,student,"san francisco, california",0.0,straight,likes dogs and likes cats,atheism and laughing about it,m,sagittarius but it doesn&rsquo;t matter,no,english,single
32,fit,anything,socially,NA,post-graduate,white,72,1e5,executive / management,"san francisco, california",NA,straight,dislikes dogs and likes cats,agnosticism,m,aries but it doesn&rsquo;t matter,sometimes,"english, french, spanish, portuguese, german",single
41,curvy,anything,often,never,two-year college,NA,66,72984.0,political / government,"san francisco, california",0.0,straight,has cats,catholicism,f,aquarius and it&rsquo;s fun to think about,no,english,single
29,athletic,anything,socially,never,college/university,hispanic / latin,68,99550.0,entertainment / media,"san francisco, california",0.0,straight,likes dogs,catholicism,m,gemini,no,"english, spanish, french",single
26,a little extra,anything,socially,never,college/university,hispanic / latin,64,19328.0,sales / marketing / biz dev,"san francisco, california",NA,straight,likes dogs,christianity but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,english,single
34,athletic,vegetarian,socially,never,college/university,white,73,78304.0,entertainment / media,"san francisco, california",0.0,straight,likes dogs and likes cats,NA,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), c++ (okay)",single
31,average,anything,socially,never,college/university,white,72,58716.0,entertainment / media,"berkeley, california",NA,straight,NA,NA,m,aquarius but it doesn&rsquo;t matter,no,english,single
49,athletic,anything,socially,sometimes,college/university,white,73,46145.0,artistic / musical / writer,"oakland, california",NA,gay,likes dogs and has cats,agnosticism,m,NA,no,"english, french",single
26,athletic,anything,socially,sometimes,college/university,white,71,18270.0,artistic / musical / writer,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism and laughing about it,m,libra,no,"english, english (fluently), german (okay), spanish (poorly)",single
65,fit,NA,not at all,sometimes,college/university,white,70,29853.0,artistic / musical / writer,"san francisco, california",0.0,straight,likes cats,buddhism,m,scorpio,no,"english, english",single
33,thin,anything,socially,NA,college/university,white,71,19576.0,artistic / musical / writer,"san francisco, california",0.0,straight,likes dogs and likes cats,atheism and laughing about it,m,pisces but it doesn&rsquo;t matter,no,english,single
47,athletic,NA,not at all,never,post-graduate,black,69,29058.0,medicine / health,"emeryville, california",1.0,bisexual,has dogs and has cats,agnosticism,f,leo,no,"english (fluently), spanish (poorly)",single
22,fit,vegan,often,never,college/university,NA,74,18274.0,student,"san francisco, california",NA,straight,NA,other and very serious about it,m,taurus and it&rsquo;s fun to think about,no,"english, latin (poorly)",single
28,average,anything,socially,never,college/university,white,69,37224.0,artistic / musical / writer,"alameda, california",0.0,straight,NA,other,f,virgo,sometimes,"english, thai (poorly)",single
32,athletic,vegetarian,socially,never,post-graduate,indian,71,1e5,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,hinduism but not too serious about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), hindi (fluently)",single
32,fit,anything,socially,sometimes,high school,white,69,38780.0,computer / hardware / software,"san francisco, california",0.0,straight,likes dogs and likes cats,NA,m,libra,no,english (fluently),single
35,athletic,anything,socially,never,college/university,NA,70,94600.0,science / tech / engineering,"alameda, california",0.0,straight,likes dogs,agnosticism,m,NA,NA,english (fluently),single
39,fit,anything,rarely,never,college/university,asian,69,96840.0,artistic / musical / writer,"san francisco, california",1.0,straight,likes dogs and has cats,agnosticism and laughing about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly), c++ (fluently), korean (poorly)",married
31,athletic,NA,socially,NA,post-graduate,white,70,57750.0,education / academia,"san francisco, california",NA,straight,likes dogs and has cats,NA,f,scorpio,no,"english, spanish",single
31,average,vegetarian,socially,NA,college/university,white,61,49305.0,entertainment / media,"berkeley, california",0.0,straight,has dogs and likes cats,christianity and laughing about it,f,taurus but it doesn&rsquo;t matter,no,english,single
29,thin,NA,often,sometimes,college/university,white,66,55428.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,atheism,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), hebrew (poorly)",available
35,athletic,NA,NA,NA,college/university,middle eastern,67,46305.0,education / academia,"oakland, california",NA,gay,NA,NA,f,aries and it&rsquo;s fun to think about,NA,english,single
28,curvy,NA,socially,NA,college/university,white,69,18372.0,education / academia,"san francisco, california",NA,bisexual,likes dogs,judaism and laughing about it,f,sagittarius but it doesn&rsquo;t matter,sometimes,"english, spanish (poorly)",seeing someone
22,fit,NA,socially,NA,college/university,white,67,18458.0,executive / management,"hayward, california",NA,gay,has dogs and has cats,christianity but not too serious about it,f,sagittarius but it doesn&rsquo;t matter,sometimes,english,seeing someone
27,fit,vegetarian,socially,never,post-graduate,white,62,47395.0,education / academia,"san francisco, california",0.0,straight,has dogs,catholicism but not too serious about it,f,aries,no,english,single
34,athletic,anything,socially,sometimes,college/university,asian,69,19852.0,entertainment / media,"san francisco, california",NA,straight,likes dogs and has cats,christianity and very serious about it,m,aries and it&rsquo;s fun to think about,sometimes,"english (fluently), chinese (fluently), french (poorly)",single
26,average,NA,socially,never,college/university,white,71,18804.0,political / government,"san francisco, california",NA,straight,likes dogs and likes cats,atheism and somewhat serious about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), japanese (poorly)",single
24,average,NA,socially,never,post-graduate,white,68,19714.0,student,"san francisco, california",NA,straight,likes cats,other,m,libra but it doesn&rsquo;t matter,sometimes,"english, chinese (poorly)",seeing someone
28,fit,vegetarian,socially,never,college/university,white,73,72640.0,political / government,"san francisco, california",0.0,straight,has dogs and likes cats,agnosticism,m,leo,no,"english (fluently), spanish (poorly)",single
28,fit,NA,socially,never,college/university,white,66,68859.0,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism and laughing about it,f,cancer but it doesn&rsquo;t matter,sometimes,"english (fluently), french (fluently)",single
33,thin,vegetarian,socially,NA,post-graduate,white,72,94970.0,science / tech / engineering,"san francisco, california",NA,straight,NA,agnosticism and laughing about it,m,NA,no,"english (fluently), french (poorly), other (fluently)",single
35,athletic,anything,socially,never,post-graduate,white,69,74400.0,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,NA,no,"english, serbian (fluently), german (okay), latin (okay)",single
29,curvy,anything,socially,never,college/university,other,64,19264.0,student,"san francisco, california",NA,straight,has dogs,agnosticism and laughing about it,f,sagittarius but it doesn&rsquo;t matter,sometimes,english (fluently),single
23,average,anything,socially,never,post-graduate,white,64,18676.0,student,"berkeley, california",NA,gay,likes dogs and likes cats,atheism and laughing about it,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), italian (okay), french (poorly)",single
38,athletic,NA,rarely,never,college/university,white,69,36300.0,sales / marketing / biz dev,"san rafael, california",NA,straight,NA,buddhism,m,scorpio,no,"english (fluently), spanish (okay), thai (poorly)",single
21,curvy,NA,socially,never,college/university,asian,67,18786.0,student,"san francisco, california",NA,straight,has cats,agnosticism but not too serious about it,f,leo and it&rsquo;s fun to think about,no,english,single
32,fit,anything,socially,never,dropped out of college/university,NA,68,36320.0,artistic / musical / writer,"oakland, california",0.0,bisexual,likes dogs and likes cats,atheism and very serious about it,m,sagittarius but it doesn&rsquo;t matter,sometimes,"english, cebuano, urdu, occitan, sanskrit",available
45,a little extra,anything,socially,never,post-graduate,white,70,74120.0,education / academia,"san francisco, california",0.0,gay,has dogs,atheism and very serious about it,m,aquarius but it doesn&rsquo;t matter,no,english,single
31,athletic,anything,socially,NA,post-graduate,white,69,1e5,medicine / health,"san francisco, california",NA,straight,NA,NA,m,NA,NA,english,single
18,average,anything,socially,sometimes,college/university,hispanic / latin,70,19458.0,student,"san francisco, california",0.0,gay,has dogs,atheism and laughing about it,m,sagittarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (fluently)",single
32,athletic,NA,socially,never,post-graduate,NA,71,1e5,science / tech / engineering,"san francisco, california",NA,straight,NA,NA,m,NA,no,"english (fluently), farsi (fluently), spanish (okay)",single
29,average,NA,socially,NA,two-year college,other,69,28749.0,artistic / musical / writer,"san francisco, california",1.0,straight,has dogs and dislikes cats,NA,m,sagittarius,sometimes,english,single
26,athletic,anything,socially,never,two-year college,other,73,18098.0,artistic / musical / writer,"berkeley, california",0.0,straight,likes dogs and dislikes cats,other,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), french (okay), japanese (okay)",single
30,thin,anything,socially,never,college/university,white,70,54738.0,entertainment / media,"oakland, california",0.0,straight,likes dogs and dislikes cats,christianity but not too serious about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
24,athletic,NA,socially,sometimes,two-year college,white,68,39936.0,military,"emeryville, california",0.0,straight,likes dogs and likes cats,atheism and very serious about it,m,aries but it doesn&rsquo;t matter,no,english,single
30,thin,anything,often,never,college/university,native american,70,28272.0,hospitality / travel,"san francisco, california",0.0,gay,likes dogs and likes cats,other,m,taurus,sometimes,"english (fluently), spanish (okay)",single
63,average,anything,socially,never,college/university,white,63,56838.0,sales / marketing / biz dev,"san mateo, california",2.0,straight,likes dogs and likes cats,judaism but not too serious about it,f,pisces and it&rsquo;s fun to think about,no,english,single
26,athletic,anything,socially,NA,college/university,hispanic / latin,71,19636.0,artistic / musical / writer,"san francisco, california",0.0,straight,likes dogs and likes cats,NA,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), japanese (okay), spanish (poorly)",single
20,thin,anything,not at all,never,college/university,white,70,19996.0,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs and dislikes cats,agnosticism but not too serious about it,m,capricorn,no,english,seeing someone
32,athletic,NA,socially,never,college/university,asian,73,92330.0,banking / financial / real estate,"san francisco, california",NA,straight,likes dogs and likes cats,christianity and somewhat serious about it,m,pisces but it doesn&rsquo;t matter,no,english (fluently),single
36,fit,anything,socially,never,college/university,white,72,1e5,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and likes cats,judaism and laughing about it,m,cancer but it doesn&rsquo;t matter,no,english,single
33,fit,anything,not at all,never,two-year college,asian,65,18854.0,student,"san francisco, california",NA,straight,has dogs,NA,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)",single
27,average,NA,often,sometimes,dropped out of college/university,white,69,19786.0,sales / marketing / biz dev,"san francisco, california",0.0,bisexual,likes dogs and likes cats,agnosticism and somewhat serious about it,m,virgo but it doesn&rsquo;t matter,sometimes,english (okay),single
41,average,anything,desperately,never,college/university,white,74,18122.0,political / government,"san mateo, california",2.0,straight,dislikes dogs and likes cats,atheism and very serious about it,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",available
33,athletic,anything,often,never,post-graduate,white,70,98290.0,science / tech / engineering,"san francisco, california",0.0,straight,NA,NA,m,NA,no,english,single
31,curvy,anything,socially,sometimes,college/university,asian,67,66241.0,science / tech / engineering,"oakland, california",0.0,straight,likes dogs and likes cats,atheism,f,capricorn but it doesn&rsquo;t matter,sometimes,"english, khmer",single
25,thin,anything,socially,sometimes,two-year college,white,66,18560.0,student,"berkeley, california",0.0,straight,likes dogs and likes cats,atheism and laughing about it,f,cancer but it doesn&rsquo;t matter,no,english,single
32,fit,vegetarian,socially,never,two-year college,asian,69,27528.0,hospitality / travel,"berkeley, california",0.0,straight,likes dogs and likes cats,judaism and somewhat serious about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), hebrew (fluently), hindi (fluently)",single
52,a little extra,anything,socially,sometimes,college/university,white,62,93880.0,medicine / health,"berkeley, california",0.0,straight,likes dogs and has cats,atheism,f,NA,sometimes,english,single
26,average,anything,socially,sometimes,post-graduate,white,65,72040.0,student,"oakland, california",NA,gay,likes dogs and likes cats,agnosticism and very serious about it,f,cancer,no,"english (fluently), hebrew (poorly)",single
35,thin,anything,socially,never,post-graduate,white,68,93490.0,executive / management,"san francisco, california",NA,straight,NA,judaism,m,scorpio,no,"english (fluently), hebrew (fluently)",single
31,curvy,anything,socially,never,post-graduate,black,64,37024.0,entertainment / media,"oakland, california",NA,straight,likes dogs and has cats,NA,f,pisces but it doesn&rsquo;t matter,no,"english, spanish (poorly)",single
24,fit,vegetarian,not at all,never,post-graduate,other,70,99180.0,computer / hardware / software,"berkeley, california",NA,straight,likes dogs,other and very serious about it,m,cancer but it doesn&rsquo;t matter,no,english,single
26,athletic,anything,socially,never,college/university,white,72,18832.0,construction / craftsmanship,"san francisco, california",NA,straight,likes dogs,NA,m,aries,no,english (okay),single
28,a little extra,NA,socially,never,post-graduate,hispanic / latin,72,18006.0,student,"berkeley, california",NA,straight,likes dogs,atheism and somewhat serious about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), c++ (okay)",single
26,athletic,anything,rarely,never,college/university,black,66,19974.0,student,"san francisco, california",NA,straight,has dogs and likes cats,atheism and laughing about it,m,pisces but it doesn&rsquo;t matter,no,english,single
30,athletic,NA,socially,never,college/university,white,70,95220.0,science / tech / engineering,"berkeley, california",NA,straight,likes dogs and likes cats,NA,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), italian (poorly), farsi (fluently)",single
61,fit,NA,socially,never,college/university,other,66,28683.0,education / academia,"san rafael, california",1.0,straight,has cats,other and somewhat serious about it,f,taurus and it&rsquo;s fun to think about,no,english,single
25,athletic,anything,socially,never,college/university,white,70,94850.0,sales / marketing / biz dev,"san francisco, california",0.0,straight,likes dogs and dislikes cats,NA,m,leo and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly)",single
27,average,vegetarian,often,sometimes,post-graduate,white,71,1e5,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs and likes cats,buddhism and laughing about it,m,leo and it&rsquo;s fun to think about,sometimes,"english (fluently), japanese (okay), russian (poorly), italian (poorly), spanish (poorly)",single
31,athletic,NA,rarely,never,post-graduate,white,72,49050.0,hospitality / travel,"san francisco, california",NA,straight,likes dogs and likes cats,christianity but not too serious about it,m,sagittarius,no,english (poorly),single
24,average,anything,often,never,dropped out of college/university,white,69,55818.0,sales / marketing / biz dev,"san leandro, california",NA,straight,likes dogs and likes cats,catholicism but not too serious about it,m,taurus and it&rsquo;s fun to think about,yes,english,single
28,average,anything,socially,never,college/university,asian,68,18168.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,catholicism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), c++ (poorly), spanish (poorly)",single
29,average,NA,socially,NA,college/university,white,72,46310.0,entertainment / media,"san francisco, california",1.0,straight,likes dogs and likes cats,judaism and laughing about it,m,aries but it doesn&rsquo;t matter,trying to quit,english,single
45,average,anything,NA,never,college/university,white,70,91320.0,banking / financial / real estate,"oakland, california",2.0,straight,likes dogs and likes cats,atheism and laughing about it,m,leo but it doesn&rsquo;t matter,no,english,single
37,fit,anything,socially,never,post-graduate,white,70,93280.0,computer / hardware / software,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism,m,aries,no,"english (fluently), french (fluently)",single
24,fit,anything,socially,sometimes,college/university,white,69,47610.0,entertainment / media,"san francisco, california",NA,straight,NA,agnosticism,m,NA,no,"english (fluently), spanish (okay)",single
30,athletic,anything,socially,NA,college/university,hispanic / latin,69,59994.0,medicine / health,"oakland, california",NA,straight,has dogs and has cats,NA,m,aquarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)",single
22,a little extra,anything,rarely,never,college/university,asian,64,18192.0,entertainment / media,"san leandro, california",NA,bisexual,has dogs,catholicism but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), tagalog (poorly), spanish (poorly)",seeing someone
30,thin,NA,socially,never,dropped out of college/university,native american,77,93300.0,executive / management,"san francisco, california",NA,straight,likes dogs and likes cats,atheism and laughing about it,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), french (okay), c++ (fluently)",single
29,fit,NA,socially,never,college/university,indian,70,1e5,banking / financial / real estate,"san francisco, california",NA,straight,NA,NA,m,NA,no,english (fluently),single
25,a little extra,anything,socially,never,two-year college,black,69,18622.0,unemployed,"hayward, california",0.0,bisexual,has dogs,other,f,aquarius and it&rsquo;s fun to think about,sometimes,english (fluently),single
42,athletic,anything,very often,sometimes,post-graduate,asian,62,1e5,executive / management,"san francisco, california",0.0,gay,dislikes dogs and dislikes cats,other and laughing about it,m,NA,yes,"english (fluently), chinese (fluently), spanish (okay)",single
44,fit,anything,socially,NA,college/university,white,73,94510.0,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and likes cats,NA,m,NA,no,"english (fluently), french (fluently), italian (okay), japanese (poorly)",single
24,thin,NA,socially,never,college/university,white,66,54612.0,science / tech / engineering,"san francisco, california",NA,straight,likes dogs and has cats,atheism but not too serious about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), japanese (fluently), chinese (fluently), c++ (fluently), lisp (poorly)",seeing someone
33,a little extra,anything,rarely,NA,post-graduate,black,71,99960.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism and very serious about it,m,aries but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (poorly)",single
23,average,vegetarian,socially,sometimes,college/university,asian,64,18750.0,artistic / musical / writer,"san francisco, california",NA,bisexual,likes dogs and likes cats,christianity but not too serious about it,m,libra and it&rsquo;s fun to think about,sometimes,"english (fluently), chinese (okay)",single
39,fit,vegetarian,rarely,never,college/university,white,73,28005.0,education / academia,"oakland, california",1.0,straight,likes dogs and likes cats,other and very serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly)",single
40,athletic,NA,socially,NA,college/university,white,65,55944.0,education / academia,"berkeley, california",2.0,bisexual,NA,atheism and laughing about it,f,aries but it doesn&rsquo;t matter,no,english (fluently),single
32,athletic,vegetarian,socially,never,post-graduate,black,76,1e5,education / academia,"san francisco, california",NA,straight,has dogs and likes cats,other but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,english,single
19,athletic,anything,socially,never,college/university,white,71,19616.0,student,"san rafael, california",0.0,straight,likes dogs and dislikes cats,catholicism and somewhat serious about it,m,cancer but it doesn&rsquo;t matter,no,english (fluently),single
26,fit,anything,socially,never,post-graduate,asian,70,1e5,law / legal services,"san francisco, california",NA,straight,NA,atheism but not too serious about it,m,NA,no,"english, french (poorly), chinese (poorly), c++ (poorly)",single
47,fit,NA,socially,never,college/university,other,74,48105.0,sales / marketing / biz dev,"san francisco, california",NA,straight,likes dogs and likes cats,christianity but not too serious about it,m,pisces but it doesn&rsquo;t matter,no,english,single
33,average,NA,socially,NA,college/university,asian,69,73536.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,NA,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), lisp (okay), japanese (poorly), c++ (okay)",single
37,fit,anything,socially,sometimes,college/university,asian,67,37020.0,science / tech / engineering,"oakland, california",NA,straight,NA,christianity but not too serious about it,m,libra and it&rsquo;s fun to think about,sometimes,"english, chinese",single
27,average,NA,NA,NA,college/university,white,74,19908.0,artistic / musical / writer,"oakland, california",NA,straight,likes dogs and has cats,NA,m,taurus,NA,english,single
25,thin,other,socially,never,college/university,hispanic / latin,69,27594.0,computer / hardware / software,"san rafael, california",NA,straight,likes dogs and likes cats,christianity and laughing about it,m,aquarius but it doesn&rsquo;t matter,no,english,single
39,average,other,rarely,never,post-graduate,white,68,56436.0,education / academia,"berkeley, california",1.0,straight,likes cats,other,f,leo and it&rsquo;s fun to think about,no,"english (fluently), german (fluently), russian (okay), spanish (poorly)",single
32,average,NA,socially,never,college/university,asian,72,1e5,hospitality / travel,"oakland, california",NA,straight,likes dogs and likes cats,christianity,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), chinese (okay)",single
53,average,anything,socially,never,college/university,white,68,49970.0,transportation,"san mateo, california",2.0,straight,NA,other but not too serious about it,m,libra and it&rsquo;s fun to think about,no,"english, portuguese, spanish",single
